Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Vídeo de Lindbergh Farias tem relação com assalto à casa da ex-esposa de Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-de-deputado-do-pt-nao-tem-relacao-com-assalto-a-casa-de-ex-mulher-de-bolsonaro/,falso,2025-08-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS1x9eezmK9303sZTjdyB7r1o5SLM-9SWIii_XRNC4KpxYia0F1,"['Jair Bolsonaro', 'Lindbergh Farias', 'Assalto', 'Casa', 'Vídeo']"
PT comprou filiados com R$ 100 na quadra da Unidos da Vila Kennedy,Estadão,https://www.estadao.com.br/estadao-verifica/video-escola-de-samba-eleicoes-internas-compra-de-filiados-enganoso/,Enganoso,2025-07-24 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT2KRxIC6Nn7JkLv5PKkY8tXvUCYIs6lWOZNIpOC0ssRYxod5sb,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Filiação', 'Unidos da Vila Kennedy', 'Vila Kennedy']"
Vídeo mostra manifestação do PT a favor do aumento do IOF,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-torcida-de-time-marroquino-nao-protesto-do-pt-a-favor-do-aumento-do-iof/,falso,2025-07-09 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQhd4A8qtoOcV_fOvwIFqFYHcpIrvdeN9Ex8bnAnMgO_y67cRF2,"['Imposto sobre Operações Financeiras', 'Manifestação', 'Vídeo']"
A apresentadora afirma que o presidente Luiz Inácio Lula da Silva (PT) teria ficado incomodado com comentários do papa Leão 14 sobre ele.,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/05/22/video-usa-ia-para-simular-critica-do-papa-a-lula-no-jornal-nacional.htm,Falso,2025-05-22 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQtunODl1TV87Dc04BadrRpdIQdp5WwCyFM_v70zGz3Eo704-SW,"['Luiz Inácio Lula da Silva', 'Papa', 'Presidente', 'Partido dos Trabalhadores', 'Apresentador de televisão', 'Partido dos Trabalhadores']"
PT derrubou medida contra fraudes no INSS em 2022,Aos Fatos,https://www.aosfatos.org/noticias/todos-os-partidos-votaram-para-derrubar-medida-contra-fraudes-inss-nao-so-pt/,não_é_bem_assim,2025-05-16 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLfCs2Qxm4yWas6XSjTz9GD2gHdaSh7cVMyyBBUV2didGlajkD,"['Instituto Nacional do Seguro Social', 'INSS', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Esquema de fraudes no INSS', 'Fraude', '2022']"
Pesquisa revela que 82% dos brasileiros deportados dos Estados Unidos votaram em Lula (PT) na última eleição,Aos Fatos,https://www.aosfatos.org/noticias/percentual-falso-deportados-votaram-em-lula/,falso,2025-02-03 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuAjozhbg1F_MZMY1LQdrt685U-MeoNPmPV5udUlk5dkCqKAfm,"['Luiz Inácio Lula da Silva', 'Deportação', 'Estados Unidos', 'Eleição', 'Partido dos Trabalhadores', 'Pesquisa', 'Partido dos Trabalhadores']"
Desembargador defendeu bolsonarista que matou tesoureiro do PT durante festa de aniversário,Aos Fatos,https://www.aosfatos.org/noticias/falso-desembargador-petista-assassinado-pessoa-de-ma-qualidade/,falso,2024-12-18 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTIRzXnkT9Kc0COIPQMCa59J2PGM4le1pRXucayDr68xNhW8kXt,"['Desembargador', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Festa', 'Aniversário']"
"TSE foi hackeado por um adolescente de 14 anos, que filiou Lula (PT) ao PL, partido de Jair Bolsonaro.",Aos Fatos,https://www.aosfatos.org/noticias/falso-adolescente-hackeou-sistema-filiacao-tse/,falso,2024-11-04 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSGzOm9gP1JOkDPPodt6wtK2GFKgj_os65qB-79oxDzT5OzbVok,"['Tribunal Superior Eleitoral', 'Partido Liberal', 'Luiz Inácio Lula da Silva', 'Partido político', 'Jair Bolsonaro', 'Partido dos Trabalhadores', 'Adolescência', 'Partido dos Trabalhadores']"
"José Augusto, líder do PT e MST no Rio Grande do Sul, fala em invadir terras e fazendas",Estadão,https://www.estadao.com.br/estadao-verifica/lider-pt-mst-rs-jose-augusto-invasao-terras-falso/,Falso,2024-10-23 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTMO93aJdW5ilMjbWlAuNUXwN9MB1pMGfqVX0ZjdGiEugBIH-sY,"['Movimento dos Trabalhadores Rurais sem Terra', 'Partido dos Trabalhadores', 'Liderança', 'Partido dos Trabalhadores', 'Rio Grande', 'Região Sul do Brasil']"
Mapas mostram onde esquerda venceu em eleições municipais desde 2004,Estadão,https://www.estadao.com.br/estadao-verifica/mapas-esquerda-eleicoes-municipais/,Enganoso,2024-11-04 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYh7epsLgf_j3KB9DwHPx0VVcXqVqT3_JfvK0zD8dBWAb49D1X,"['Eleição', 'Esquerda', 'Mapa', '2004', 'Eleições municipais no Brasil']"
PT só venceu a disputa para prefeitura em 46 municípios,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/10/11/pt-conquistou-248-prefeituras-em-2024-e-nao-46-como-alega-post.htm,Falso,2024-10-11 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSc85o6HG6zNg-gq--dPveg1UlQ85z_jagsQUSOYdNy4w2ZiHxz,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Prefeito no Brasil', 'Municípios do Brasil']"
"O mesmo país que supostamente elegeu Lula escolheu prefeitos do PT em apenas 46 cidades, enquanto o PL de Bolsonaro elegeu 508 prefeitos",Estadão,https://www.estadao.com.br/estadao-verifica/pt-46-pl-508-prefeitos-eleitos-falso/,Falso,2024-10-08 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSqTcqY2EIt-FzyPF9zMnuvNP-S5luG46SZGD-Ot8y31MEV0ebf,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Prefeito', 'Partido Liberal', 'Luiz Inácio Lula da Silva', 'Jair Bolsonaro', 'Cidade']"
PT elegeu apenas 46 prefeitos na eleição municipal de 2024,Aos Fatos,https://www.aosfatos.org/noticias/pt-elegeu-248-prefeitos-nao-46/,falso,2024-10-07 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQcalsqhjxXoFbqicTl_a-S_TL1L74T2Zb4BUbcMbf-AVwJVoZS,"['Partido dos Trabalhadores', 'Eleição', 'Prefeito', 'Partido dos Trabalhadores', 'Eleições municipais no Brasil em 2024', 'Eleição municipal', '2024']"
Candidato a prefeito em Olinda casou de véu e buquê,Aos Fatos,https://www.aosfatos.org/noticias/falso-candidato-pt-olinda-casamento/,falso,2024-10-16 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn7ezCX17cEiR0btUIRzBSMx5UXqkfSgLMM9vQKZwxGGlBY9YJ,"['Candidato', 'Casamento', 'Prefeito', 'Olinda', 'Buquê de noiva', 'Véu']"
"""Na época do PT, lá eram 150 mil crianças querendo uma vaga de creche e não tinha aqui na cidade mais rica.""",Aos Fatos,https://www.aosfatos.org/noticias/checamos-ricardo-nunes-inteligencia-ltda/,verdadeiro,2024-09-21 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0CHEq2g6rpBMDBMHEfBWXXaq_cQdzXqieVFqqDABS6-d7cIMz,"['Partido dos Trabalhadores', 'Cidade', 'Criança', 'Partido dos Trabalhadores', 'Creche']"
Candidato a prefeito que fez chuva de dinheiro para eleitores no Amazonas e foi preso em flagrante pela PF é do PT,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/10/05/candidato-preso-por-distribuir-dinheiro-no-am-nao-e-do-pt.htm,Distorcido,2024-10-05 07:00:00,,"['Candidato', 'Prisão', 'Eleição', 'Dinheiro', 'Amazonas', 'Departamento de Polícia Federal', 'Polícia Federal', 'Chuva', 'Prefeito']"
Vídeo mostraa manifestação conjunta do Comando Vermelho e PT em apoio a candidatura de Eduardo Paes para a Prefeitura do Rio de Janeiro.,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/08/19/video-falso-e-usado-para-atribuir-apoio-do-comando-vermelho-a-eduardo-paes.htm,Falso,2024-08-19 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR8FnNJDb-_tptIwYFeP8Ub8j4Y42OYXCN513rgWoojEfw5sxOb,"['Comando Vermelho', 'Eduardo Paes', 'Partido dos Trabalhadores', 'Vídeo', 'Candidato', 'Partido dos Trabalhadores', 'Manifestação', 'Rio de Janeiro', 'Rio de Janeiro']"
Comando Vermelho e PT apoiam abertamente reeleição de Eduardo Paes,AFP Checamos,https://checamos.afp.com/doc.afp.com.36E74BH,Falso,2024-08-14 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTJ4jwxaCqGRK4vYalKvQ9vUZ9DesjLn29R4-P4V7N40zXN0Hn-,"['Eduardo Paes', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Comando Vermelho', 'Reeleição']"
"Projeto do PT vai taxar revendedoras da Avon, Natura e outras marcas",Estadão,https://www.estadao.com.br/estadao-verifica/revendedor-avon-natura-taxado-falso/,Falso,2024-07-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ3wWzXmN2Ka8-8htbXzHP2jjlcB3KxbWPG4P0nUkT4wTcl7b6C,"['Taxa', 'Avon Products', 'Natura', 'Partido dos Trabalhadores', 'Projeto', 'Marca', 'Partido dos Trabalhadores', 'Avon']"
Quebramos! Deputado do PT diz que o governo está sem dinheiro para manter o básico!,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/07/16/deputado-do-pt-nao-diz-em-entrevista-que-pais-esta-quebrado.htm,Distorcido,2024-07-16 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQq6JldG13Ohlp-tOJp6ws3xchjMkUrsKSeLEMwdq_iiDNBM5uw,"['Partido dos Trabalhadores', 'Deputado', 'Partido dos Trabalhadores', 'Governo', 'Dinheiro']"
"Janja encomenda ritual de candomblé para reduzir dólar, diz assessor do PT",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/07/11/jornal-nao-publicou-que-janja-recorreu-ao-candomble-para-reduzir-dolar.htm,Falso,2024-07-11 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcStBfU6OQRZZsXfedzFGDWy9dnpgKg7X4I4iKZVRPT1kNtqUuH7,"['Janja Lula da Silva', 'Candomblé', 'Partido dos Trabalhadores', 'Dólar americano', 'Partido dos Trabalhadores', 'Ritual', 'Conselheiro']"
Deputado do PT diz que governo está sem dinheiro para manter o básico,Estadão,https://www.estadao.com.br/estadao-verifica/lindbergh-farias-quebramos-sem-dinheiro-manter-basico/,Enganoso,2024-07-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRenoo0gDWyKSq-Ba4DhU31o7Uxp0U_ueV6Ep7gF5eXBKT8DLKY,"['Partido dos Trabalhadores', 'Deputado', 'Governo', 'Partido dos Trabalhadores', 'Dinheiro']"
Deputado do PT afirma que governo não tem dinheiro para manter o básico,Aos Fatos,https://www.aosfatos.org/noticias/lindbergh-nao-disse-governo-esta-sem-dinheiro/,falso,2024-07-11 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSHVG4ohdTy0TU_1iOKD2V-FB2V1S2QC6GRqRHxWsNoewUjhjro,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Deputado', 'Governo', 'Dinheiro']"
Ainda ontem dia 27/06 a PM prendeu um carro do ministro da economia de Lula do PT com 30k de cocaína.,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/07/03/carro-da-receita-apreendido-com-cocaina-nao-e-de-fernando-haddad.htm,Falso,2024-07-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRQXzeVbwBJC9Js9H8iWC8rbM61ukAGjJ_tCgb8WCaplkSSGvVZ,"['Cocaína', 'Automóvel', 'Ministro', 'Partido dos Trabalhadores', 'Polícia militar', 'Luiz Inácio Lula da Silva', 'Economia', 'Partido dos Trabalhadores']"
"Vídeos com recortes de discursos de Lula em Teresina, no dia 21 de junho de 2024, e em convenção do PT, em 8 de dezembro de 2023, em que o presidente teria dito que políticos não deveriam cuidar de pessoas pobres porque quando elas estudam e ascendem socialmente deixam de votar.",Folha - UOL,https://www1.folha.uol.com.br/poder/2024/07/publicacao-distorce-fala-de-lula-sobre-populacao-carente.shtml,Enganoso,2024-07-02 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTudyxQ-sujt1dW9-IQ-uRw6SWeqtEVInfLVe_WJkxVEdoYkxhS,"['Luiz Inácio Lula da Silva', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Presidente', 'Discurso', 'Votação', 'Junho', 'Dezembro', '2023']"
Advogada detalha golpe que o PT vem realizando contra os aposentados do INSS,Aos Fatos,https://www.aosfatos.org/noticias/para-culpar-pt-video-desconto-indevido-aposentadoria-inss/,falso,2024-06-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp-QHw-v0r8o1ClhVcTTlA4Wy8D1_fwdrqYFS75vd9SlO8-ZEL,"['Instituto Nacional do Seguro Social', 'INSS', 'Aposentadoria', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Golpe', 'Advogado']"
Meme de eleitor do PT burro é exibido em Nova York em prédios do Elon Musk,Aos Fatos,https://www.aosfatos.org/noticias/meme-eleitor-do-pt-burro-nao-foi-exibido-nova-york/,falso,2024-04-17 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSWF9Bgp9SJ0wsrIMCZ3cGjvl9FYhoUp018lyClfkDm8kc7t9aa,"['Partido dos Trabalhadores', 'Eleitor', 'Partido dos Trabalhadores', 'Meme', 'Asno', 'Nova Iorque', 'Elon Musk', 'Edifício']"
Mulher reclama de preços de alimentos e mostra realidade para Lula,Estadão,https://www.estadao.com.br/estadao-verifica/mulher-reclama-precos-alimentos-lula-2022/,Enganoso,2024-04-29 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxMgTXoEE5pAra4L2cfstAh7v9S-JYKlSASv-EqRWj85H0wNY-,"['Luiz Inácio Lula da Silva', 'Alimento', 'Mulher', 'Preço', 'Realidade']"
"Vídeo mostra um site que provaria que os documentos do pai do autor do post, morto há mais de duas décadas, foram usados para votar no presidente Luiz Inácio Lula da Silva (PT) nas eleições de 2022.",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/04/01/e-falso-que-dados-de-homem-morto-tenham-sido-usados-para-votar-em-2022.htm,Falso,2024-04-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx4HLVc-CgH5N221vfS8iCW9bmJwVCxng2I8bE3WOlUlr0KZk7,"['Eleição', 'Morte', 'Luiz Inácio Lula da Silva', '2022', 'Presidente', 'Eleições presidenciais brasileiras, 2022', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
Brasil vira meme em Nova York em outdoor fixado em um dos prédios de Elon Musk,Estadão,https://www.estadao.com.br/estadao-verifica/brasil-meme-ny-predio-elon-musk/,Falso,2024-04-19 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQFbGvnreKrK5xxmH3Rz2aoV5lHwRqD4PSv8Ogj1SQBtRXmR9Ua,"['Elon Musk', 'Nova Iorque', 'Meme', 'Brasil', 'Edifício', 'Painel publicitário']"
Fábio Jr. critica a corrupção e o governo do PT,AFP Checamos,https://checamos.afp.com/doc.afp.com.34JL7NX,Sem contexto,2024-02-16 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ97MkPIx6l994UFfQJtwYwXs79T5olNZjEXvrf0X-U6KRo3V8F,"['Fábio Jr.', 'Corrupção', 'Governo', 'Crítica', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
Fábio Júnior critica roubalheira do PT,Estadão,https://www.estadao.com.br/estadao-verifica/fabio-junior-critica-pt-globo/,Fora de contexto,2024-02-14 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSjagGdQnmONIZ65sakoIQbcmKIxe6U7MhGcL3OMj1-u8UZ_KQd,"['Fábio Jr.', 'Partido dos Trabalhadores', 'Crítica', 'Partido dos Trabalhadores']"
Futuro das polícias está em perigo! No site do PT está o plano de desarmar as polícias,Estadão,https://www.estadao.com.br/estadao-verifica/plano-pt-desarmar-policia/,Falso,2024-02-08 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoSFjlLWcA-p4M9LjK7XvKSRny7u511P7Dn-GIT8iNCCIGRo97,"['Polícia', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
Adélio Bispo confessou que o PT mandou matar o ex-presidente Jair Bolsonaro (PL),Estadão,https://www.estadao.com.br/estadao-verifica/falso-adelio-bispo-pt-novo-depoimento-facada-bolsonaro/,Falso,2024-02-08 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTpwoQdAlpMpsVMgwRSDs6mznj2Wp7aaQI3LiynuXfwaONFzlkz,"['Adélio Bispo', 'Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Presidente', 'Partido Liberal']"
Adélio Bispo incriminou PT no caso da facada em Bolsonaro,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/02/06/e-falso-que-adelio-bispo-incriminou-o-pt-no-caso-da-facada-em-bolsonaro.htm,Falso,2024-02-06 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCdXsgfcXfq4UTwt5VlC4PlhZYps1IebNG-7HJSzNKVM-lC3Li,"['Adélio Bispo', 'Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Perfuração por arma branca']"
Adélio confessa que lideranças do PT ordenaram ataque a Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-adelio-bispo-tenha-incriminado-o-pt-ou-prestado-novo-depoimento-sobre-facada-em-bolsonaro/,Falso: O último depoimento prestado por Adélio ocorreu em 2019. Dois inquéritos da Polícia Federal concluíram que ele agiu sozinho.,2024-02-06 08:00:00,,"['Adélio Bispo', 'Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Liderança']"
"Alexandre de Moraes afasta auditores fiscais que identificaram o recebimento de propina por parte de ministros da Corte, vinda do Partido dos Trabalhadores (PT)",Estadão,https://www.estadao.com.br/estadao-verifica/postagem-distorce-decisao-alexandre-de-moraes-auditores-fiscais/,Enganoso,2024-02-02 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRPQkTohMUMHQLJNplapXcsjyFq8SdzyVmcOsxxwtPegBw9kt3N,"['Alexandre de Moraes', 'Auditor fiscal', 'Auditoria', 'Ministro', 'Partido dos Trabalhadores', 'Propina', 'Partido dos Trabalhadores', 'Partido político']"
Vídeo mostra parlamentar do PT brigando com atendente de aeroporto,Aos Fatos,https://www.aosfatos.org/noticias/video-senador-uniao-brasil-brigando-aeroporto/,falso,2024-01-24 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR5wBZgYNXnQ2Xf0-IGVQtL0NKCvfFczTEZ5TVmPCnGVaH_pUbp,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Vídeo', 'Parlamento', 'Aeroporto']"
Antena parabólica digital está sendo distribuída pelo governo.,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/01/22/governo-lula-nao-esta-fornecendo-antenas-digital-a-familias-mas-ong.htm,Falso,2024-01-22 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOczPv19rFnpsXA8iB4S34yVDw-s1N1B4ssrPDetGl2SwhJQNZ,"['Antena', 'Governo', 'Antena parabólica']"
PT reinaugurou obra finalizada por Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.34988D2,Falso,2023-12-28 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTI6Uo1A4Frn53Gy3q7JnJQjdhJYyUPeOXrToKU1LxNnlGxridi,"['Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
PT está reinaugurando obras de Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-pt-ou-governadora-de-pe-reinauguraram-obra-de-bolsonaro-ligada-a-transposicao-do-sao-francisco/,"Falso: Obra que aparece em vídeo é do governo pernambucano, ainda não foi finalizada e recebe verbas da União desde 2014.",2023-12-21 08:00:00,,"['Jair Bolsonaro', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
Dilma Rousseff foi cassada por corrupção; PT tem 50 mandatos cassados e é o partido mais corrupto do Brasil,Estadão,https://www.estadao.com.br/estadao-verifica/video-engana-ao-dizer-que-dilma-foi-cassada-por-corrupcao-e-que-pt-lidera-ranking-de-cassacoes/,Enganoso,2023-12-20 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRMPe0upBnrTIWtx-SdHDWKDfOEmRpx1HUGOPB4d_pPsnLLAoVn,"['Dilma Rousseff', 'Cassação de direitos políticos', 'Partido dos Trabalhadores', 'Partido político', 'Mandato', 'Partido dos Trabalhadores', 'Brasil']"
"Lula falou que quem vota nele e no PT é ""desprovido de inteligência""",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/12/12/lula-nao-falou-que-eleitores-do-pt-sao-desprovidos-de-inteligencia.htm,Falso,2023-12-12 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzHu5NUaqWzd6IEuuhekyMIpP4OcyTHTfmvCfaUVWLCfAV7q9Z,"['Luiz Inácio Lula da Silva', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Votação', 'Inteligência']"
